ID,model_ID,model,B_0,B_1,B_2,B_3,N_max,N_0,r_max,t_lag,AIC/AIC_c,BIC,R_2
76,6,baranyi,0.0,0.0,0.0,0.0,2.354421461205959,0.4162819311883046,0.17569339118376984,29.209299867158617,109.89857741239791,105.41150287736815,0.938894150666665
76,7,buchanan,0.0,0.0,0.0,0.0,2.344841123309045,0.439305051483144,0.2262066000379837,35.88752944189024,112.14136413038938,107.65428959535961,0.9235932065492225
77,1,linear,0.4322050104251404,4.932122435183951e-06,0.0,0.0,0.0,0.0,0.0,0.0,-92.31222010878302,-88.66972293375724,0.1734802745373224
77,2,quadratic,0.4344835246395635,-1.8362455889174804e-05,3.703757974805551e-08,0.0,0.0,0.0,0.0,0.0,-94.06303117238599,-90.57633164231497,0.37457590553045916
77,3,cubic,0.436212084704991,-5.433944811712203e-05,1.851185747132971e-07,-1.6048726342818274e-10,0.0,0.0,0.0,0.0,-93.8383807554194,-91.00564736847164,0.4837846187289463
77,4,logistic,0.0,0.0,0.0,0.0,257.08193129829283,1.4383941922996464,0.08188269264478655,0.0,0.0,0.0,0.0
77,5,gompertz,0.0,0.0,0.0,0.0,0.43543374662629697,0.43377301632649784,-6.30394312849801e-05,41.041142533914936,-82.80129877847497,-79.96856539152722,0.011964917378189166
77,6,baranyi,0.0,0.0,0.0,0.0,2.354421461205959,0.4162819311883046,0.17569339118376984,29.209299867158617,0.0,0.0,0.0
77,7,buchanan,0.0,0.0,0.0,0.0,0.4337730093217514,0.43481632330341224,-3.5370529007617024e-05,1.7636463070057848,-82.80129797768977,-79.96856459074202,0.011964071922299424
78,1,linear,1.0227326337536573,0.004692565240915767,0.0,0.0,0.0,0.0,0.0,0.0,199.37144871120944,201.86629678359407,-1.2181477420434903
78,2,quadratic,0.3752462556091042,0.014341531984686639,-2.0854568187822205e-05,0.0,0.0,0.0,0.0,0.0,174.8141659538841,176.4072967170636,0.615187974746269
78,3,cubic,0.20049228446842962,0.019697664851988404,-5.065036690989583e-05,4.2593198654014964e-08,0.0,0.0,0.0,0.0,163.2862476227665,163.11099441007417,0.8861969859956309
78,4,logistic,0.0,0.0,0.0,0.0,479.9382099374957,1.7976078454152904,0.03385908083176925,0.0,155.2078254279798,156.8009561911593,0.9145954887445807
78,5,gompertz,0.0,0.0,0.0,0.0,2.689751788887977,0.3614624749835268,0.04175314633920972,24.505786031825984,155.82676519525154,155.6515119825592,0.9357397883139614
78,6,baranyi,0.0,0.0,0.0,0.0,2.667434640448292,0.3605340695300398,0.04199583462535691,26.80150062133564,158.86300738297382,158.6877541702815,0.9189345503723436
78,7,buchanan,0.0,0.0,0.0,0.0,2.6537743903319626,-2.5693269865062764,0.032350956866991125,-201.61161319690808,162.18641783650065,162.01116462380833,0.8956736753668889
79,1,linear,0.18115189028453513,0.004578449796478895,0.0,0.0,0.0,0.0,0.0,0.0,137.20182289850138,139.696670970886,0.5231168233648789
79,2,quadratic,-0.4687169206942929,0.010491093736237212,-1.0387983812884024e-05,0.0,0.0,0.0,0.0,0.0,95.43493168496673,97.0280624481462,0.984903486459619
79,3,cubic,-0.07511803009020701,0.0047492016082922184,1.1344470960782012e-05,-2.3762007491216555e-08,0.0,0.0,0.0,0.0,108.37687936096542,108.2016261482731,0.9707021917135682
79,4,logistic,0.0,0.0,0.0,0.0,155.0421839338118,0.5499608761418262,0.017008897374506098,0.0,93.03753399190272,94.6306647550822,0.9874372416185617
79,5,gompertz,0.0,0.0,0.0,0.0,2.165589529987266,0.4316060282485372,0.020718532796461294,126.19164987300485,91.04685566557279,90.87160245288048,0.9922753594839507
79,6,baranyi,0.0,0.0,0.0,0.0,2.112030258049637,0.3379770488408153,0.024807457557746958,135.6727143741735,97.33346716524449,97.15821395255217,0.9874726051751918
79,7,buchanan,0.0,0.0,0.0,0.0,2.082892409225742,-0.3950704421622141,0.014662897424681862,-38.822823025864885,113.18414503895603,113.00889182626372,0.9576329531125153
80,1,linear,1.6980464323122229,0.006134086734802452,0.0,0.0,0.0,0.0,0.0,0.0,277.08890405691176,279.9151669548485,-4.448911668071541
80,2,quadratic,0.8938037712669045,0.028142868044120785,-8.291521921816765e-05,0.0,0.0,0.0,0.0,0.0,252.87028888468373,255.02651820314475,-3.708099941017326
80,3,cubic,0.19570607930813977,0.06220417215660644,-0.0003882985026808343,7.259599044795407e-07,0.0,0.0,0.0,0.0,211.61853412389837,212.3693763275302,0.5811921677458459
80,4,logistic,0.0,0.0,0.0,0.0,948.9540030304001,1.4439901130666088,0.12137429763231557,0.0,202.26480035562065,204.42102967408167,0.7099869376598116
80,5,gompertz,0.0,0.0,0.0,0.0,2.9716212269087636,0.44009778856415516,0.18925848595557196,14.09205196168759,207.0637939045312,207.81463610816303,0.6941898568565545
80,6,baranyi,0.0,0.0,0.0,0.0,2.9711156618005363,0.3921838700295957,0.15653405858355288,11.352421264180299,202.4873931158997,203.23823531953153,0.7781503465466054
80,7,buchanan,0.0,0.0,0.0,0.0,2.971301948881274,0.43909685753625605,0.12675849962512492,8.309216906978664,200.58711035281925,201.33795255645109,0.8059673985667433
81,1,linear,1.1227851754092157,0.008324769549828434,0.0,0.0,0.0,0.0,0.0,0.0,189.77355832907762,191.46724414747274,-1.2459945067615679
81,2,quadratic,-0.37109640132378374,0.0376057945904389,-9.982291724978662e-05,0.0,0.0,0.0,0.0,0.0,177.0756743865226,177.23868404914467,-0.5589921909440747
81,3,cubic,-1.7937132657763597,0.0815442902144523,-0.0004345670969826176,7.274398831430564e-07,0.0,0.0,0.0,0.0,167.35294091924285,164.67575061656805,0.5754365308446674
81,4,logistic,0.0,0.0,0.0,0.0,948.9540030304001,1.4439901130666088,0.12137429763231557,0.0,0.0,0.0,0.0
81,5,gompertz,0.0,0.0,0.0,0.0,2.9017283961802987,0.43524363168189617,0.1873351874876709,45.43381681999906,149.76951271963534,147.09232241696054,0.9120658339885072
81,6,baranyi,0.0,0.0,0.0,0.0,2.8979803854308455,0.41040648301784727,0.18678665598313554,47.44280204233102,151.21400117979042,148.5368108771156,0.8999107591748443
81,7,buchanan,0.0,0.0,0.0,0.0,2.9040178053250187,0.4392881710680228,0.13931646489271046,42.90806726692994,151.60533885674838,148.92814855407357,0.8961975667979228
82,1,linear,0.4394719772392243,3.8135848819527925e-06,0.0,0.0,0.0,0.0,0.0,0.0,-85.02953997493164,-81.63485073128922,0.0901610624486382
82,2,quadratic,0.43750273676841317,2.1930940116422547e-05,-2.8172015194574348e-08,0.0,0.0,0.0,0.0,0.0,-84.43653805182868,-81.34618316286955,0.2209806985996733
82,3,cubic,0.438349993128613,2.4180222365725534e-06,5.2926536783548806e-08,-8.819747576490738e-11,0.0,0.0,0.0,0.0,-81.50696457985406,-79.2803846050188,0.2546419367835995
82,4,logistic,0.0,0.0,0.0,0.0,948.9540030304001,1.4439901130666088,0.12137429763231557,0.0,0.0,0.0,0.0
82,5,gompertz,0.0,0.0,0.0,0.0,0.44156275705416054,0.43826032118514424,0.00023708663756461638,173.87450353786303,-83.05956379245266,-80.8329838176174,0.323567132080948
82,6,baranyi,0.0,0.0,0.0,0.0,2.8979803854308455,0.41040648301784727,0.18678665598313554,47.44280204233102,0.0,0.0,0.0
82,7,buchanan,0.0,0.0,0.0,0.0,0.445376628475184,0.4381426230452234,8.781086289925959e-06,-348.58510474039696,-78.31625310304328,-76.08967312820802,0.09016105759014703
83,1,linear,1.0598057312127211,0.004613819471661827,0.0,0.0,0.0,0.0,0.0,0.0,112.88475130037803,113.47642503238669,-0.3453943482430675
83,2,quadratic,0.5036375160428349,0.01462712058653518,-2.888739590706059e-05,0.0,0.0,0.0,0.0,0.0,99.8745557209084,97.86345403025328,0.7823737503407013
83,3,cubic,0.40609550916039283,0.02012947330556076,-7.308470373178684e-05,8.86508204043055e-08,0.0,0.0,0.0,0.0,72.21199122877253,65.19811411545363,0.9954759531950261
83,4,logistic,0.0,0.0,0.0,0.0,178.6411857529765,2.71934784600767,0.03457512135017775,0.0,77.66888467078591,75.65778298013079,0.9815405754379258
83,5,gompertz,0.0,0.0,0.0,0.0,2.2806038657183345,0.04444771131531272,0.03741232748843799,-21.13904930344124,72.32546161262499,65.3115844993061,0.9954185556404596
83,6,baranyi,0.0,0.0,0.0,0.0,2.270800339894504,0.39581538834707364,0.02707338298366868,-32.29438142898174,74.8210776953716,67.8072005820527,0.9939546095433153
83,7,buchanan,0.0,0.0,0.0,0.0,1.9147914266847788,-95.36471375131418,0.01062383240022946,-22038.794205888138,136.70592751135035,129.69205039803143,-0.3840247865730477
84,1,linear,-1.2795669675973163,0.0010788785573155842,0.0,0.0,0.0,0.0,0.0,0.0,-36.55183672977847,-31.91028831707194,-0.7358612436712944
84,2,quadratic,-1.69704694346732,0.007187004483953122,-1.3101527179459666e-05,0.0,0.0,0.0,0.0,0.0,-86.07818530050974,-81.04734882040981,0.6983977147411464
84,3,cubic,-1.8811343826872244,0.013198248585864436,-4.620958951392525e-05,4.6611673893881584e-08,0.0,0.0,0.0,0.0,-134.46539762345637,-129.36312653313536,0.9705281574489842
84,4,logistic,0.0,0.0,0.0,0.0,178.6411857529765,2.71934784600767,0.03457512135017775,0.0,0.0,0.0,0.0
84,5,gompertz,0.0,0.0,0.0,0.0,-0.8807700730128599,-18.013063716526542,0.406743735969652,-129.39015195858835,-78.52395380643561,-73.42168271611463,0.6382191635296444
84,6,baranyi,0.0,0.0,0.0,0.0,-0.8800794800236216,-2.138868092447857,0.03126913854703342,-44.697679988951045,-79.12689759176877,-74.02462650144778,0.6473363812944664
84,7,buchanan,0.0,0.0,0.0,0.0,-0.8866567364008137,-2.107445727146902,0.028840881608969353,-15.493590715488718,-78.1208912024346,-73.01862011211362,0.6311226908367875
85,1,linear,-1.5136027708937565,0.006913522067339533,0.0,0.0,0.0,0.0,0.0,0.0,-14.190698322130366,-11.364435424193681,0.005886137028784821
85,2,quadratic,-1.7553735602190896,0.023137270387496526,-9.889668129479513e-05,0.0,0.0,0.0,0.0,0.0,-33.509153432270715,-31.352924113809678,0.7660792425435979
85,3,cubic,-1.9571269348854745,0.04537888649619349,-0.000438016945002492,1.283532084321043e-06,0.0,0.0,0.0,0.0,-35.755939496076735,-35.00509729244489,0.8502189745911111
85,4,logistic,0.0,0.0,0.0,0.0,178.6411857529765,2.71934784600767,0.03457512135017775,0.0,0.0,0.0,0.0
85,5,gompertz,0.0,0.0,0.0,0.0,-0.5977599024580866,-2224.688656453019,110.51951980620082,-140.33469549930348,-62.57080087069848,-61.81995866706663,0.9779051465579213
85,6,baranyi,0.0,0.0,0.0,0.0,-0.5944105180259541,-2.335109710176846,0.06968814531487225,-28.214243023834563,-63.98801393237585,-63.237171728744,0.9800329241171728
85,7,buchanan,0.0,0.0,0.0,0.0,-0.6258776778304634,-6.561680872083567,0.11604004665306511,-89.29105176513617,-48.051786858869704,-47.300944655237856,0.937828125781718
86,1,linear,-1.5266478300902129,0.009085107865558774,0.0,0.0,0.0,0.0,0.0,0.0,-3.600718727315554,-0.47656812400892434,-0.6952708861341701
86,2,quadratic,-1.745668483888874,0.031119825905155062,-0.00017102549060865325,0.0,0.0,0.0,0.0,0.0,-21.27595036955053,-18.625567746959874,0.3719883800145236
86,3,cubic,-1.9981148594011016,0.07282142448701118,-0.0009759629225083087,3.774523893937528e-06,0.0,0.0,0.0,0.0,-22.448579558884603,-20.90832855337355,0.5300221980911833
86,4,logistic,0.0,0.0,0.0,0.0,178.6411857529765,2.71934784600767,0.03457512135017775,0.0,0.0,0.0,0.0
86,5,gompertz,0.0,0.0,0.0,0.0,-0.6285110990981205,-2.6976553191496193,0.46152085838565227,-0.013705959927983489,-54.44103196960167,-52.900780964090615,0.9428284827942797
86,6,baranyi,0.0,0.0,0.0,0.0,-0.6319593052071767,-2.6049812508654004,0.4337115975918109,0.014407688286641284,-52.65285787806211,-51.112606872551055,0.9356545473716
86,7,buchanan,0.0,0.0,0.0,0.0,-0.6252190234493551,-4.918706998495773,0.3619155882440803,-15.270334706928969,-52.6523517756477,-51.11210077013665,0.9356041345344461
87,1,linear,-2.0971981175225527,-0.00030071422690617787,0.0,0.0,0.0,0.0,0.0,0.0,-272.7608317934339,-267.1204827650129,0.08475246727940011
87,2,quadratic,-2.153541571817349,0.00022237007593854853,-7.793401598254118e-07,0.0,0.0,0.0,0.0,0.0,-276.19530226846433,-269.6861189485184,0.23797358314844363
87,3,cubic,-2.174524654876549,0.0006363280331988894,-2.349568727427486e-06,1.5591686682780473e-09,0.0,0.0,0.0,0.0,-273.83501013330914,-266.66519765004347,0.2460879392142944
87,4,logistic,0.0,0.0,0.0,0.0,178.6411857529765,2.71934784600767,0.03457512135017775,0.0,0.0,0.0,0.0
87,5,gompertz,0.0,0.0,0.0,0.0,-2.3720786262810596,-2.137397326263044,-0.0013302267514564226,296.7940721839948,-271.49838169920207,-264.3285692159364,0.18645095117859667
87,6,baranyi,0.0,0.0,0.0,0.0,-0.6319593052071767,-2.6049812508654004,0.4337115975918109,0.014407688286641284,0.0,0.0,0.0
87,7,buchanan,0.0,0.0,0.0,0.0,-1.99803073864727,-2.171124455614534,5.762021248199435e-09,142.8733448395684,-268.71043418328753,-261.54062170002186,0.042879693594124246
88,1,linear,-1.5642741477366213,0.0025564381353823306,0.0,0.0,0.0,0.0,0.0,0.0,-36.64124789990263,-31.9996994871961,-0.12525706809720671
88,2,quadratic,-1.9810511538458944,0.00867022620046013,-1.3118594698137325e-05,0.0,0.0,0.0,0.0,0.0,-68.96665185674411,-63.93581537664417,0.7188351305042129
88,3,cubic,-2.1708621395159446,0.014959202814620579,-4.7865726514066365e-05,4.896968529224072e-08,0.0,0.0,0.0,0.0,-95.23401280957121,-90.13174171925023,0.9254867080976117
88,4,logistic,0.0,0.0,0.0,0.0,178.6411857529765,2.71934784600767,0.03457512135017775,0.0,0.0,0.0,0.0
88,5,gompertz,0.0,0.0,0.0,0.0,-0.6687849484768288,-5.431582107602167,0.06552455757568836,-116.49341177603904,-131.1616676484372,-126.0593965581162,0.9854408287028652
88,6,baranyi,0.0,0.0,0.0,0.0,-0.6789917402899974,-2.271199205309073,0.023669691225089794,-42.79358621751522,-121.09932282276152,-115.99705173244054,0.9770059875555095
88,7,buchanan,0.0,0.0,0.0,0.0,-0.7113239335975218,-3.164725363307212,0.026019469117507802,-90.4030317271623,-87.05110852535792,-81.94883743503694,0.8926179035678137
89,1,linear,-1.6972628048841123,0.010674303105695185,0.0,0.0,0.0,0.0,0.0,0.0,-18.061405144808766,-14.937254541502137,0.1914410839699967
89,2,quadratic,-1.873739668267008,0.029250382619955852,-0.00014466732023286468,0.0,0.0,0.0,0.0,0.0,-38.898366400949804,-36.24798377835914,0.8214369885956863
89,3,cubic,-2.0256419205081646,0.056368135674659536,-0.0006741954888574347,2.4933640969934535e-06,0.0,0.0,0.0,0.0,-39.87550774060968,-38.335256735098625,0.870173523391953
89,4,logistic,0.0,0.0,0.0,0.0,178.6411857529765,2.71934784600767,0.03457512135017775,0.0,0.0,0.0,0.0
89,5,gompertz,0.0,0.0,0.0,0.0,-0.6116937585370527,-2749.166532705094,191.450491705675,-101.94908663888543,-47.23655481041234,-45.69630380490129,0.9206907828554588
89,6,baranyi,0.0,0.0,0.0,0.0,-0.5262422146821326,-2.42306535293438,0.03944727214701123,-77.80204241958378,-83.70227249606559,-82.16202149055454,0.9929934751495024
89,7,buchanan,0.0,0.0,0.0,0.0,-0.6056339777721637,-2.1546426668175833,0.11983719585406538,-2.3041972595756497,-45.33005629539032,-43.78980528987927,0.9101855756180159
90,1,linear,-1.2369851559981087,0.007237050292712235,0.0,0.0,0.0,0.0,0.0,0.0,-0.09502375890637949,3.547473416119413,-0.6963997154843893
90,2,quadratic,-1.3984348631278238,0.025853589371718746,-0.0001464172752909275,0.0,0.0,0.0,0.0,0.0,-20.330358082106027,-16.84365855203501,0.38706702979476015
90,3,cubic,-1.5831652248551908,0.060573855200014924,-0.0008299227530213164,3.231935981927386e-06,0.0,0.0,0.0,0.0,-29.06368847050224,-26.23095508355449,0.685137278122568
90,4,logistic,0.0,0.0,0.0,0.0,178.6411857529765,2.71934784600767,0.03457512135017775,0.0,0.0,0.0,0.0
90,5,gompertz,0.0,0.0,0.0,0.0,-0.5029975091429413,-1119.1236427135834,160.73350745648366,-44.268887423039416,-64.38673615475237,-61.55400276780462,0.9598476712749675
90,6,baranyi,0.0,0.0,0.0,0.0,-0.5063343616737768,-2.204440768531787,0.2601893790283096,-5.258723399637903,-62.47903047143438,-59.64629708448663,0.9550947919594882
90,7,buchanan,0.0,0.0,0.0,0.0,-0.5053525753170423,-5.87369613106892,0.2778960997899154,-32.84379604251995,-56.322061711992426,-53.48932832504468,0.9355421881612507
91,1,linear,-2.8056846948759877,0.00012575060379405034,0.0,0.0,0.0,0.0,0.0,0.0,-182.61511774817689,-177.09850421765125,-2.465705207099598
91,2,quadratic,-2.707519198854836,-0.0007925444636356652,1.3726018092961628e-06,0.0,0.0,0.0,0.0,0.0,-172.14592774181514,-165.81710970111433,-3.0068905061346687
91,3,cubic,-3.032162927112365,0.005737449632200901,-2.3569370880852892e-05,2.4791627632114855e-08,0.0,0.0,0.0,0.0,-171.6599759956503,-164.73808387955688,-2.983613626494397
91,4,logistic,0.0,0.0,0.0,0.0,178.6411857529765,2.71934784600767,0.03457512135017775,0.0,0.0,0.0,0.0
91,5,gompertz,0.0,0.0,0.0,0.0,-2.4454451745853008,-2.8416479033933224,0.022281307577268462,508.5270873797923,-166.61491752435333,-159.6930254082599,-3.7094989104754132
91,6,baranyi,0.0,0.0,0.0,0.0,-0.5063343616737768,-2.204440768531787,0.2601893790283096,-5.258723399637903,0.0,0.0,0.0
91,7,buchanan,0.0,0.0,0.0,0.0,-2.10477354729046,-2.8698144871078566,0.00028955310502625794,-509.9706419845485,-177.35597477563758,-170.43408265954415,-2.4657056857084334
92,1,linear,-1.000770690405262,0.0014870908626512624,0.0,0.0,0.0,0.0,0.0,0.0,-12.453384372715885,-7.811835960009358,-0.6181089033903036
92,2,quadratic,-1.3490131839588217,0.006630754962321706,-1.1071354244875847e-05,0.0,0.0,0.0,0.0,0.0,-36.61433835068465,-31.58350187058472,0.3066533613959289
92,3,cubic,-1.5621486607035293,0.013839887988957342,-5.1161935156366454e-05,5.672619480205343e-08,0.0,0.0,0.0,0.0,-67.45774481867771,-62.35547372835673,0.8455098881372582
92,4,logistic,0.0,0.0,0.0,0.0,178.6411857529765,2.71934784600767,0.03457512135017775,0.0,0.0,0.0,0.0
92,5,gompertz,0.0,0.0,0.0,0.0,-0.49909013121710616,-3387.1588437263135,88.53940762151746,-287.06470082427273,-102.86582167952602,-97.76355058920504,0.9690911878113404
92,6,baranyi,0.0,0.0,0.0,0.0,-0.49026685375989854,-1.8448125942546487,0.023284199819008016,-93.04937459317762,-102.59657246042643,-97.49430137010545,0.96870476090257
92,7,buchanan,0.0,0.0,0.0,0.0,-0.5028740571715604,-2.294737861139487,0.03397242005068593,-44.50573170778946,-89.85829576653656,-84.75602467621557,0.9441988298644027
93,1,linear,-1.347611783723324,0.005833259335952847,0.0,0.0,0.0,0.0,0.0,0.0,-15.127270700333144,-13.005884084302476,0.4170888460750194
93,2,quadratic,-1.5797041222343933,0.018928053467522233,-7.500541224312059e-05,0.0,0.0,0.0,0.0,0.0,-29.15170915423238,-28.21208255508038,0.8552588613443866
93,3,cubic,-1.7565655372739606,0.03549700209310007,-0.00031110397496361724,8.483461454930385e-07,0.0,0.0,0.0,0.0,-26.03759686968413,-27.327349335029844,0.8733108631456067
93,4,logistic,0.0,0.0,0.0,0.0,178.6411857529765,2.71934784600767,0.03457512135017775,0.0,0.0,0.0,0.0
93,5,gompertz,0.0,0.0,0.0,0.0,-0.5375313416807361,-3485.109518137923,152.64549877905293,-169.69125568167783,-36.11046071614981,-37.40021318149552,0.9452393002045245
93,6,baranyi,0.0,0.0,0.0,0.0,-0.47993163023352375,-2.5898071219126786,0.021201665547454156,-208.2468174580355,-44.981229290707965,-46.27098175605368,0.973815036567098
93,7,buchanan,0.0,0.0,0.0,0.0,-0.5260716246326459,-1.6674339038083292,0.0560079101966315,0.6545497707604628,-31.86838829599131,-33.15814076133702,0.9221871232825201
94,1,linear,-1.3783677629920776,0.008267963715689485,0.0,0.0,0.0,0.0,0.0,0.0,-9.71011673106964,-6.58596612776301,-0.0694546277486574
94,2,quadratic,-1.539696133698588,0.02639010606513828,-0.00014233997696301738,0.0,0.0,0.0,0.0,0.0,-27.739257237095536,-25.088874614504874,0.6758010525306613
94,3,cubic,-1.6845496206337143,0.05516271623412833,-0.000711988628341123,2.6994038131758314e-06,0.0,0.0,0.0,0.0,-26.610295456927062,-25.07004445141601,0.7265200593159599
94,4,logistic,0.0,0.0,0.0,0.0,178.6411857529765,2.71934784600767,0.03457512135017775,0.0,0.0,0.0,0.0
94,5,gompertz,0.0,0.0,0.0,0.0,-0.5739835586760308,-3089.041583371182,428.3897768822253,-52.26049596949946,-40.714996129004064,-39.17474512349301,0.8920707793750446
94,6,baranyi,0.0,0.0,0.0,0.0,-0.5085373277509215,-2.2649373706195477,0.04797782288924195,-75.9054791581766,-60.38144056192425,-58.8411895564132,0.9707261614067519
94,7,buchanan,0.0,0.0,0.0,0.0,-0.5791899151483958,-2.901374627689867,0.2835567136472672,-7.325388033605405,-37.02054835971633,-35.48029735420528,0.862693826523552
95,1,linear,-1.4668052178167834,0.0017702353614252495,0.0,0.0,0.0,0.0,0.0,0.0,-61.011616209165844,-55.37126718074488,0.36165838580310716
95,2,quadratic,-1.8565254352521432,0.005402373820974762,-5.4243062989634895e-06,0.0,0.0,0.0,0.0,0.0,-102.55542034278724,-96.04623702284134,0.852873886959071
95,3,cubic,-2.0404564193022603,0.009034182924445845,-1.9228052684673694e-05,1.3736924290024265e-08,0.0,0.0,0.0,0.0,-159.87491353773055,-152.70510105446485,0.9814213053550567
95,4,logistic,0.0,0.0,0.0,0.0,178.6411857529765,2.71934784600767,0.03457512135017775,0.0,0.0,0.0,0.0
95,5,gompertz,0.0,0.0,0.0,0.0,-0.5478794316460044,-1118.1320249500095,7.07944107655851,-1013.4702016947723,-192.15874059828946,-184.98892811502375,0.9938970408161772
95,6,baranyi,0.0,0.0,0.0,0.0,-0.5686965058511743,-2.108961064966928,0.011199984637138522,-107.15603442394992,-169.39753561500524,-162.22772313173954,0.9866224368272766
95,7,buchanan,0.0,0.0,0.0,0.0,-0.8741771855019529,-157.14647385412223,0.004076105462644895,-91989.59213004676,-5.7827205026480035,1.387091980617699,-0.3576792701143827
96,1,linear,-0.9008408682326339,0.0017698075912129872,0.0,0.0,0.0,0.0,0.0,0.0,48.231007771911464,53.193740691526735,-1.3093824015033455
96,2,quadratic,-1.2998510075288476,0.008937151624596183,-1.6142996957483144e-05,0.0,0.0,0.0,0.0,0.0,-2.4980306159854555,3.0141847054063273,0.3248511777739529
96,3,cubic,-1.4715302948646694,0.016523798521008954,-6.047188284706305e-05,6.404502790482628e-08,0.0,0.0,0.0,0.0,-47.45292080181939,-41.6679148079744,0.9044784696942809
96,4,logistic,0.0,0.0,0.0,0.0,178.6411857529765,2.71934784600767,0.03457512135017775,0.0,0.0,0.0,0.0
96,5,gompertz,0.0,0.0,0.0,0.0,-0.28170111399085507,-2703.3363504950617,81.84391517799048,-239.19787777390457,-23.71277251130363,-17.927766517458636,0.7495492019299638
96,6,baranyi,0.0,0.0,0.0,0.0,-0.2750531933129678,-1.910982014764489,0.026986232354655307,-103.57364208632843,-23.219679368730436,-17.434673374885442,0.744165929284512
96,7,buchanan,0.0,0.0,0.0,0.0,-0.276997969997463,-1.742259276538885,0.03722703636732727,-14.337226040499367,-26.48588902376923,-20.700883029924235,0.7758204333143166
97,1,linear,-1.040014433604242,0.008032749053179787,0.0,0.0,0.0,0.0,0.0,0.0,27.798379897253923,30.922530500560555,-0.9859166663775483
97,2,quadratic,-1.24069789057689,0.029198109764104776,-0.00016480077906017747,0.0,0.0,0.0,0.0,0.0,-5.7163208666016825,-3.065938244011024,0.7298051187189396
97,3,cubic,-1.4027538303765068,0.05798531992263053,-0.0007245191947827997,2.628267968164678e-06,0.0,0.0,0.0,0.0,-11.808907590937732,-10.268656585426681,0.8592533819102535
97,4,logistic,0.0,0.0,0.0,0.0,178.6411857529765,2.71934784600767,0.03457512135017775,0.0,0.0,0.0,0.0
97,5,gompertz,0.0,0.0,0.0,0.0,-0.195160438403898,-2228.520538835724,221.08438680573852,-70.23800116742414,-21.629328521469617,-20.089077515958564,0.9268918859644504
97,6,baranyi,0.0,0.0,0.0,0.0,-0.1906698100504635,-1.9371353884105356,0.13314768502500873,-15.165622171834558,-22.98869472044565,-21.448443714934598,0.9332220135374235
97,7,buchanan,0.0,0.0,0.0,0.0,-0.2181941197023451,-9.052382857347364,0.25201048743594195,-67.24437381508451,-14.297709008268495,-12.757458002757444,0.8811745978496741
98,1,linear,-0.936125716336551,0.007915028563433273,0.0,0.0,0.0,0.0,0.0,0.0,39.2278864982949,42.870383673320696,-1.5371738889415432
98,2,quadratic,-1.1012041817772795,0.02778057925723515,-0.00015663236156945908,0.0,0.0,0.0,0.0,0.0,19.70907102175957,23.195770551830588,-0.05799844671040111
98,3,cubic,-1.3007580819989941,0.06793514322800204,-0.0009531947089881604,3.7757894110710357e-06,0.0,0.0,0.0,0.0,7.370713381321677,10.203446768269423,0.5344897415385264
98,4,logistic,0.0,0.0,0.0,0.0,178.6411857529765,2.71934784600767,0.03457512135017775,0.0,0.0,0.0,0.0
98,5,gompertz,0.0,0.0,0.0,0.0,-0.12672498692129086,-7.848349394917755,1.1261923018676354,-14.09379077250513,-82.94612665954314,-80.11339327259539,0.9976475930435031
98,6,baranyi,0.0,0.0,0.0,0.0,-0.1308984907671849,-1.7873785395304174,0.27927885160905447,-3.681310520655225,-76.71537152387754,-73.88263813692978,0.9966062366016746
98,7,buchanan,0.0,0.0,0.0,0.0,-0.1309490552741142,-10.945148604761089,0.30112064345264006,-71.33677182062645,-51.35247446393998,-48.51974107699223,0.984912458815923
99,1,linear,-1.2422184553593005,0.0016130752425438342,0.0,0.0,0.0,0.0,0.0,0.0,-54.187227121191384,-48.54687809277042,0.5803468344272368
99,2,quadratic,-1.5609878244317745,0.004582153773854228,-4.431539395958261e-06,0.0,0.0,0.0,0.0,0.0,-108.50544832981333,-101.99626500986743,0.9394071958994625
99,3,cubic,-1.6835597700472624,0.007004043072292165,-1.3636191232014012e-05,9.157403303495101e-09,0.0,0.0,0.0,0.0,-151.43850799161072,-144.26869550834502,0.9874413719267447
99,4,logistic,0.0,0.0,0.0,0.0,178.6411857529765,2.71934784600767,0.03457512135017775,0.0,0.0,0.0,0.0
99,5,gompertz,0.0,0.0,0.0,0.0,-0.377536244537721,-2910.614192520871,15.796901661081042,-1354.0516607752443,-183.5489628589636,-176.3791503756979,0.9958498217584596
99,6,baranyi,0.0,0.0,0.0,0.0,-0.3780748899548027,-1.7674065101410874,0.007635147121378568,-190.0065811275643,-193.93123716274113,-186.76142467947543,0.9970987374191632
99,7,buchanan,0.0,0.0,0.0,0.0,-0.4509162599119608,-1.7299783611955992,0.00860771029621253,-49.40265067876162,-96.63603749469696,-89.46622501143126,0.9170738530264748
100,1,linear,-0.9525397746232278,0.001330517204209918,0.0,0.0,0.0,0.0,0.0,0.0,40.01876526599422,44.98149818560949,-1.2990794370181393
100,2,quadratic,-1.3734651526453376,0.008865113596857816,-1.6937562501557496e-05,0.0,0.0,0.0,0.0,0.0,-21.38393273661313,-15.871717415221346,0.5041670290703144
100,3,cubic,-1.539316045116343,0.01613782814228858,-5.9334931377761195e-05,6.11611040756915e-08,0.0,0.0,0.0,0.0,-77.02663010892071,-71.24162411507572,0.9553372625365312
