ID,model_ID,model,B_0,B_1,B_2,B_3,N_max,N_0,r_max,t_lag,AIC/AIC_c,BIC,R_2
164,3,cubic,-1.5945674905039622,0.08742752456720843,-0.0012603033885666287,4.966139484230626e-06,0.0,0.0,0.0,0.0,11.565504008898976,13.792083983734246,0.23147951847438497
164,4,logistic,0.0,0.0,0.0,0.0,11851.095344956691,1.0016038065483188,0.4810742455123656,0.0,0.0,0.0,0.0
164,5,gompertz,0.0,0.0,0.0,0.0,-0.2600431184172373,-2.1227873239299173,0.49284943980909696,0.4657512085220514,-10.237579307388895,-8.010999332553626,0.7965423487106801
164,6,baranyi,0.0,0.0,0.0,0.0,-0.26376921537023473,-2.083732672556472,0.5058390819541344,0.7128946228982892,-9.936585301647614,-7.710005326812345,0.7925809180903478
164,7,buchanan,0.0,0.0,0.0,0.0,-0.2652408502076422,-3.809584217167416,0.38815144282693365,-10.41168788789196,-9.48119018889831,-7.254610214063041,0.7862911866753576
165,1,linear,-0.9506943998578689,0.0013242515391659977,0.0,0.0,0.0,0.0,0.0,0.0,33.272590276240436,38.9129393046614,-1.4556498498287644
165,2,quadratic,-1.5252037773773333,0.006663663053400996,-7.961193804080945e-06,0.0,0.0,0.0,0.0,0.0,17.75209907786011,24.261282397806006,-1.5479335138210137
165,3,cubic,-1.9658670902909021,0.015338191718354542,-4.086830981864393e-05,3.269662755018673e-08,0.0,0.0,0.0,0.0,-24.883254334292932,-17.71344185102723,0.30225621430797045
165,4,logistic,0.0,0.0,0.0,0.0,11851.095344956691,1.0016038065483188,0.4810742455123656,0.0,0.0,0.0,0.0
165,5,gompertz,0.0,0.0,0.0,0.0,-0.31952052830329863,-2.0296480095658103,0.05844937336661727,24.216243724981936,-119.56701193158624,-112.39719944832053,0.9727348131082786
165,6,baranyi,0.0,0.0,0.0,0.0,-0.32316364526886787,-2.062163573434413,0.06657983206413959,28.79036497116823,-124.49175582769938,-117.32194334443368,0.9769921505121544
165,7,buchanan,0.0,0.0,0.0,0.0,-0.3259238352798057,-2.062881119963965,0.04366811466736717,13.837750169942849,-116.82898402306509,-109.65917153979939,0.9700365038241139
166,1,linear,-0.8649385938287151,0.000796180088318088,0.0,0.0,0.0,0.0,0.0,0.0,84.12254479436673,89.51005539237971,-2.9298803181517576
166,2,quadratic,-1.2343353019028578,0.007026485342407568,-1.3783968356310667e-05,0.0,0.0,0.0,0.0,0.0,79.84418135305998,85.98405055620773,-3.4234590514472627
166,3,cubic,-1.5697718224454216,0.020832710447096173,-9.378481747199713e-05,1.155226340082416e-07,0.0,0.0,0.0,0.0,46.34913510695553,53.010137618795355,-2.1009032274383266
166,4,logistic,0.0,0.0,0.0,0.0,11851.095344956691,1.0016038065483188,0.4810742455123656,0.0,0.0,0.0,0.0
166,5,gompertz,0.0,0.0,0.0,0.0,-0.5042679757512665,-2.813482872750385,0.3358097960172373,-2.3374854188097633,36.27879947049733,42.93980198233716,-1.3092668003699077
166,6,baranyi,0.0,0.0,0.0,0.0,-0.5050908499146292,-2.4540965869769047,0.2879147220411702,-1.174044538130085,36.36903557580559,43.030038087645416,-1.3260504486515416
166,7,buchanan,0.0,0.0,0.0,0.0,-0.508697296874898,-1.480661705076583,-0.0003694213857369441,32.28458013244173,74.39131280567273,81.05231531751255,-4.153698337239327
167,1,linear,-1.3097775389405346,0.006734654943940696,0.0,0.0,0.0,0.0,0.0,0.0,19.12792951731774,22.25208012062437,-0.4113657628260463
167,2,quadratic,-1.78116584728828,0.032797160561845666,-0.00015353595136572023,0.0,0.0,0.0,0.0,0.0,-7.107324935933493,-4.456942313342834,0.6858933444215077
167,3,cubic,-1.8919238355323262,0.043569234572986046,-0.00032445588233904565,6.775885257651434e-07,0.0,0.0,0.0,0.0,8.44845708362324,9.98870808913429,0.32736449307380266
167,4,logistic,0.0,0.0,0.0,0.0,11851.095344956691,1.0016038065483188,0.4810742455123656,0.0,0.0,0.0,0.0
167,5,gompertz,0.0,0.0,0.0,0.0,-0.3694050702611146,-1433.6199358959482,64.65330171310985,-144.4444512805104,15.595716339850624,17.135967345361674,-0.029644749548189075
167,6,baranyi,0.0,0.0,0.0,0.0,-0.362689192405362,-2.4690171086194646,0.062287572976878064,-43.34651748013466,14.575390766887178,16.115641772398227,0.03288138739854607
167,7,buchanan,0.0,0.0,0.0,0.0,-0.38361870646869417,-2.5468939269409345,0.08039592723012495,-19.700190232293057,17.627251161664695,19.167502167175748,-0.16152735427500442
168,1,linear,-1.0085797186954242,0.005461298126472225,0.0,0.0,0.0,0.0,0.0,0.0,58.90815511301474,62.032305716321375,-3.4473690512427844
168,2,quadratic,-1.2604803493399572,0.03168012851867811,-0.00020390333118709187,0.0,0.0,0.0,0.0,0.0,41.34092369568686,43.99130631827752,-2.2534575572211235
168,3,cubic,-1.6066944647163666,0.09247174906427214,-0.0013890548541193668,5.577705496718409e-06,0.0,0.0,0.0,0.0,18.547990540590988,20.08824154610204,-0.19933526731969797
168,4,logistic,0.0,0.0,0.0,0.0,11851.095344956691,1.0016038065483188,0.4810742455123656,0.0,0.0,0.0,0.0
168,5,gompertz,0.0,0.0,0.0,0.0,-0.34331835792677046,-2.2157585067731365,0.5658015400559098,0.5308893649922344,12.307445665369325,13.847696670880378,0.17257043272607142
168,6,baranyi,0.0,0.0,0.0,0.0,-0.349240804531173,-2.1671574674930816,0.5925985033814298,0.9527376585219428,12.672478881316033,14.212729886827084,0.14700742148030088
168,7,buchanan,0.0,0.0,0.0,0.0,-0.36398259021050716,-4.4654081522503155,0.43406408919722755,-12.241813707277764,14.577904910911997,16.11815591642305,0.030492265975364585
169,1,linear,-1.0001592024580819,0.0012619042931549464,0.0,0.0,0.0,0.0,0.0,0.0,52.46752127388651,58.34091145877052,-1.414309292085933
169,2,quadratic,-1.7427392895921658,0.008108474340127245,-1.0099647017625259e-05,0.0,0.0,0.0,0.0,0.0,1.716288195317723,8.56334812436942,-0.3710218694842806
169,3,cubic,-2.1089887762419965,0.015276664206418373,-3.722865532073784e-05,2.697862222168502e-08,0.0,0.0,0.0,0.0,-52.50563117038298,-44.87415668641879,0.7627889955310344
169,4,logistic,0.0,0.0,0.0,0.0,11851.095344956691,1.0016038065483188,0.4810742455123656,0.0,0.0,0.0,0.0
169,5,gompertz,0.0,0.0,0.0,0.0,-0.3487630618487407,-1.9751847287948314,0.043152161331077944,32.51631940255191,-47.36043632237653,-39.72896183841234,0.7271095996322887
169,6,baranyi,0.0,0.0,0.0,0.0,-0.3516159323521314,-2.0185476101511846,0.05012781778701807,38.69127077903946,-50.04180040396894,-42.41032592000475,0.7486574642197457
169,7,buchanan,0.0,0.0,0.0,0.0,-0.3542441258888,-2.0628811210423983,0.02933911750132388,9.361521438007056,-49.142876922894736,-41.511402438930546,0.7411922948904108
170,1,linear,-0.9480385485531873,0.001958175421709729,0.0,0.0,0.0,0.0,0.0,0.0,56.01324507495353,60.9759779945688,-1.6027265691583357
170,2,quadratic,-1.4967111541848288,0.01005653243418779,-1.7579669586560747e-05,0.0,0.0,0.0,0.0,0.0,57.70627555200744,63.21849087339922,-3.301821661091176
170,3,cubic,-1.9911690888607552,0.02578789054486475,-0.00010363250483088775,1.2095960166569913e-07,0.0,0.0,0.0,0.0,38.64112946015549,44.42613545400048,-3.1012931545891584
170,4,logistic,0.0,0.0,0.0,0.0,11851.095344956691,1.0016038065483188,0.4810742455123656,0.0,0.0,0.0,0.0
170,5,gompertz,0.0,0.0,0.0,0.0,-0.29077118423945647,-2.1403922144537515,0.30450687483007516,21.42795281134971,-51.67642574023315,-45.89141974638816,0.8688318198542359
170,6,baranyi,0.0,0.0,0.0,0.0,-0.29058041549330793,-2.1438636392398354,0.2770964312293135,22.934862988192062,-51.721909606796956,-45.936903612951966,0.8690806675347095
170,7,buchanan,0.0,0.0,0.0,0.0,-0.2908658006385451,-2.992248690651358,0.09261287570683689,-15.234907269218805,-39.38600032884009,-33.6009943349951,0.783288956173822
171,1,linear,-2.2233966913065717,0.017994887145486905,0.0,0.0,0.0,0.0,0.0,0.0,64.8079402209613,68.45043739598708,-5.358893119061438
171,2,quadratic,-2.4583737368623124,0.045027899648611036,-0.00021288757874095445,0.0,0.0,0.0,0.0,0.0,7.083830341030742,10.570529871101762,0.30347006623880657
171,3,cubic,-2.4170109335718637,0.03722852088600737,-5.861227063777867e-05,-7.319362510298988e-07,0.0,0.0,0.0,0.0,17.510897790701634,20.343631177649378,-0.03490826795372892
171,4,logistic,0.0,0.0,0.0,0.0,11851.095344956691,1.0016038065483188,0.4810742455123656,0.0,0.0,0.0,0.0
171,5,gompertz,0.0,0.0,0.0,0.0,-3187.871380956901,223.479818007965,2.002547562140827e-15,-8.648723012419751,131.45793923617722,134.29067262312498,-2.824373401702841
171,6,baranyi,0.0,0.0,0.0,0.0,37.405484374219476,-1.6285532272711005,2.002547562140827e-15,-8.648723012419751,131.45843050481253,134.29116389176028,-2.824373496692035
171,7,buchanan,0.0,0.0,0.0,0.0,-0.146581043655771,-1.628553197544861,2.002547562140827e-15,-8.648723012419751,131.458428085799,134.29116147274672,-2.824373496224325
172,1,linear,-1.010636611063868,0.0023133893965275537,0.0,0.0,0.0,0.0,0.0,0.0,13.583879791318036,16.978569034960458,-1.1278989833366073
172,2,quadratic,-1.219271892634266,0.025343959090760378,-0.0001803128814367156,0.0,0.0,0.0,0.0,0.0,-10.476906629043551,-7.3865517400844265,0.0365903369646855
172,3,cubic,-1.377125457324629,0.0544454093839034,-0.0007528005999518645,2.7072583953283556e-06,0.0,0.0,0.0,0.0,-10.270354310629369,-8.0437743357941,0.16012082725510757
172,4,logistic,0.0,0.0,0.0,0.0,11851.095344956691,1.0016038065483188,0.4810742455123656,0.0,0.0,0.0,0.0
172,5,gompertz,0.0,0.0,0.0,0.0,-0.6527031089029603,-1.7869846118128434,0.293441733683385,-0.8153008936867742,-12.581540148848433,-10.354960174013163,0.341555234049307
172,6,baranyi,0.0,0.0,0.0,0.0,-0.6526390077398521,-1.65052212485566,0.3999122494635347,1.0254894853899221,-12.913886024577778,-10.687306049742508,0.3516110130405242
172,7,buchanan,0.0,0.0,0.0,0.0,-0.6555434736953083,-1.72583908585572,0.21992497185539983,-1.202478869407208,-13.42862756319423,-11.20204758835896,0.3622701316426379
173,1,linear,-2.3695462516316375,0.001115641026919284,0.0,0.0,0.0,0.0,0.0,0.0,-196.3487922246903,-190.70844319626934,0.4328544047023313
173,2,quadratic,-2.1496282270212244,-0.0009182731345204753,3.0261733259062457e-06,0.0,0.0,0.0,0.0,0.0,-269.04324730229536,-262.53406398234944,0.9549443317669715
173,3,cubic,-2.2209832561220737,0.0004692611964560113,-2.215992375103299e-06,5.195939294181451e-09,0.0,0.0,0.0,0.0,-258.71972585091095,-251.54991336764527,0.941309352783427
173,4,logistic,0.0,0.0,0.0,0.0,11851.095344956691,1.0016038065483188,0.4810742455123656,0.0,0.0,0.0,0.0
173,5,gompertz,0.0,0.0,0.0,0.0,-1.218283114001576,-2.172346752356809,0.0073060008925095845,402.1931030169276,-276.05139248470147,-268.8815800014358,0.9677053252776878
173,6,baranyi,0.0,0.0,0.0,0.0,-0.6526390077398521,-1.65052212485566,0.3999122494635347,1.0254894853899221,0.0,0.0,0.0
173,7,buchanan,0.0,0.0,0.0,0.0,-1.3984137019896699,-2.167796005209826,0.00645735555421201,390.17076410899307,-280.1255396064391,-272.9557271231734,0.9719283783183811
174,1,linear,0.4354708247114038,0.06771243451072262,0.0,0.0,0.0,0.0,0.0,0.0,246.92282157087178,246.76114619591127,-4.666054321066057
174,2,quadratic,-0.5188145066416645,0.1362056770134817,-0.0007211358965656971,0.0,0.0,0.0,0.0,0.0,223.96498100113965,220.282747167859,0.7635891052235442
174,3,cubic,-0.20678624805266071,0.08187074804689906,0.0009021065865637722,-1.1868722865869238e-05,0.0,0.0,0.0,0.0,242.35605086344182,231.41992523850766,0.3102634407048199
174,4,logistic,0.0,0.0,0.0,0.0,465332.2873904678,0.3959575944918975,0.24704018911818326,0.0,229.93617957860266,226.253945745322,0.518537961550446
174,5,gompertz,0.0,0.0,0.0,0.0,5.7107982809711695,-0.034749692619926977,0.3717165512846712,10.767964599171318,237.7261153732918,226.78998974835764,0.5989039020699156
174,6,baranyi,0.0,0.0,0.0,0.0,-0.6526390077398521,-1.65052212485566,0.3999122494635347,1.0254894853899221,0.0,0.0,0.0
174,7,buchanan,0.0,0.0,0.0,0.0,5.6503497462617025,-8.249540783873144,0.24420606293027078,-74.14946916460747,240.72529094023164,229.78916531529748,0.42681942615140367
175,1,linear,1.1958528180153896,0.06428169794930699,0.0,0.0,0.0,0.0,0.0,0.0,253.23180689021,253.0701315152495,-2.923885728176339
175,2,quadratic,-0.01903812419957619,0.1546672389974435,-0.0009929911931443932,0.0,0.0,0.0,0.0,0.0,233.20569349032715,229.5234596570465,0.7384615897040312
175,3,cubic,-0.13539028838167852,0.17741003736623304,-0.001656129342312329,4.853726036874635e-06,0.0,0.0,0.0,0.0,237.06936790455276,226.1332422796186,0.8665508307353815
175,4,logistic,0.0,0.0,0.0,0.0,508199.4164681752,1.0814482193838197,0.28811117741489845,0.0,247.78008237477866,244.097848541498,-0.2694617427839565
175,5,gompertz,0.0,0.0,0.0,0.0,5.872971871835813,-0.17829599354707293,0.3882147770272157,3.619747361546212,247.32081481117982,236.38468918624565,0.5454440539802939
175,6,baranyi,0.0,0.0,0.0,0.0,5.726480867697826,0.000401180029734965,0.27282261380304773,-1.7304647671588196,255.61961280384628,244.68348717891212,-0.09891683631115833
175,7,buchanan,0.0,0.0,0.0,0.0,5.79953380261467,-1.7520198351674128,0.2500139249816148,-18.31845511265909,249.8585342139349,238.92240858900072,0.39870098628126116
176,1,linear,0.5041566319833851,0.015811638883716252,0.0,0.0,0.0,0.0,0.0,0.0,198.66229387695236,197.5000243241183,0.08276519902237911
176,2,quadratic,0.04271874790199474,0.026945436893458158,-3.1405196866206776e-05,0.0,0.0,0.0,0.0,0.0,165.83658241593815,159.6202230121594,0.9968019628260598
176,3,cubic,0.03129791150778845,0.027544696647845455,-3.536611840700463e-05,6.556506293389318e-09,0.0,0.0,0.0,0.0,179.7354011165851,161.46495186186166,0.9968476654540316
176,4,logistic,0.0,0.0,0.0,0.0,529136.2492040935,1.6965778056682814,0.04409390292180961,0.0,173.87060129471868,167.65424189093994,0.9899294502381907
176,5,gompertz,0.0,0.0,0.0,0.0,6.537876909423034,-4.5738100052294035,0.0617627818298322,-171.84307539211676,180.22114009220198,161.95069083747853,0.9966209238520756
176,6,baranyi,0.0,0.0,0.0,0.0,5.726480867697826,0.000401180029734965,0.27282261380304773,-1.7304647671588196,0.0,0.0,0.0
176,7,buchanan,0.0,0.0,0.0,0.0,5.74825175091502,-0.14670849626635876,0.04336316480444016,-20.673172003823694,180.1024720393857,161.83202278466226,0.9966774984571939
177,1,linear,0.11483995369868963,0.026077467352987455,0.0,0.0,0.0,0.0,0.0,0.0,175.85127809203271,170.679591829335,-3.301272145085181
177,2,quadratic,-0.3441482731269568,0.0476105431562894,-8.291501203595736e-05,0.0,0.0,0.0,0.0,0.0,177.68083151840608,154.1185831681425,0.7175617948896598
177,3,cubic,-0.008451138674001553,0.01580577148435357,0.0002241130714364154,-7.409002494456591e-07,0.0,0.0,0.0,0.0,inf,145.90324416441547,0.959634663706245
177,4,logistic,0.0,0.0,0.0,0.0,110827.62897085542,0.5321784933898309,0.08185937031078955,0.0,216.62808720908745,193.06583885882387,-1.4869498362037552
177,5,gompertz,0.0,0.0,0.0,0.0,6.419876000736067,-0.062417607096316226,0.1209226224065834,23.963909068688814,inf,152.73937252768462,0.8425470722118409
177,6,baranyi,0.0,0.0,0.0,0.0,5.726480867697826,0.000401180029734965,0.27282261380304773,-1.7304647671588196,0.0,0.0,0.0
177,7,buchanan,0.0,0.0,0.0,0.0,6.307692308438324,-1.321596328627912,0.0757036709026352,-34.88611432906177,inf,148.42887032206755,0.9332990517713038
178,1,linear,0.01940672319112402,0.036126236048600324,0.0,0.0,0.0,0.0,0.0,0.0,213.08908548756926,210.46436389525343,-5.286790660560736
178,2,quadratic,-0.5552757733008861,0.06321385088260939,-0.00014186170375386637,0.0,0.0,0.0,0.0,0.0,210.90335848528576,200.07039636219798,-3.0919337344918656
178,3,cubic,-0.16413411485690063,0.021783955532809793,0.00048687244487262226,-2.265637852002159e-06,0.0,0.0,0.0,0.0,210.57719619698514,171.53599354312541,0.9449537578210944
178,4,logistic,0.0,0.0,0.0,0.0,110827.62897085542,0.5321784933898309,0.08185937031078955,0.0,0.0,0.0,0.0
178,5,gompertz,0.0,0.0,0.0,0.0,6.311428655836191,-0.03653624628239821,0.17252513086636698,25.06919422719908,226.61489370855548,187.57369105469576,0.24697728534754038
178,6,baranyi,0.0,0.0,0.0,0.0,5.726480867697826,0.000401180029734965,0.27282261380304773,-1.7304647671588196,0.0,0.0,0.0
178,7,buchanan,0.0,0.0,0.0,0.0,6.122377584139087,-6.7361034462337726,0.10960057442193669,-133.79627391944894,213.5396664398535,174.49846378599378,0.9096633932397159
179,1,linear,1.0516044750497777,0.03397263204783629,0.0,0.0,0.0,0.0,0.0,0.0,179.22950668649585,174.05782042379815,-1.9766385945758187
179,2,quadratic,-0.12810360757224096,0.08394665169356193,-0.00025772864700026595,0.0,0.0,0.0,0.0,0.0,175.86145630711314,152.29920795684956,0.9249205016876071
179,3,cubic,-0.09284671795008949,0.07927744202503079,-0.00018579482077770985,-2.595782681143765e-07,0.0,0.0,0.0,0.0,inf,157.75389112130927,0.8379746305292177
179,4,logistic,0.0,0.0,0.0,0.0,3238183.2343447483,0.7100553441346111,0.16022258990141813,0.0,165.67891484598826,142.11666649572467,0.9901984207193651
179,5,gompertz,0.0,0.0,0.0,0.0,6.536159294068249,0.012026377128773202,0.2620628986368993,21.372029739090625,inf,130.09078650135248,0.999358718996018
179,6,baranyi,0.0,0.0,0.0,0.0,6.506994443550886,0.01614119967243389,0.21079057163189222,16.491013882712878,inf,143.35579163990377,0.9908963838741424
179,7,buchanan,0.0,0.0,0.0,0.0,6.506992999363148,-4.270234522318407,0.16007758201723737,-59.29515453619772,inf,143.8928735958608,0.9898680278900608
180,1,linear,0.04677478966216628,0.02114206497358819,0.0,0.0,0.0,0.0,0.0,0.0,194.44078550719985,196.13447132559497,0.08700713663710147
180,2,quadratic,-1.8580578944153507,0.06249109416141861,-0.00018153760873435674,0.0,0.0,0.0,0.0,0.0,166.6418451428248,166.80485480544687,0.9480590223737966
180,3,cubic,-2.2725144912598334,0.07711979766345804,-0.000328032046396852,4.314761268089646e-07,0.0,0.0,0.0,0.0,170.9419055015015,168.2647151988267,0.9523359640974131
180,4,logistic,0.0,0.0,0.0,0.0,3238183.2343447483,0.7100553441346111,0.16022258990141813,0.0,0.0,0.0,0.0
180,5,gompertz,0.0,0.0,0.0,0.0,3.668728188686575,-1.8383719234044236,0.11435026913866098,-3.3036126320082304,175.60145847738195,172.92426817470715,0.9271906462331385
180,6,baranyi,0.0,0.0,0.0,0.0,3.430140365260351,-7.871866152465556,0.08795129076500585,-176.84954007624867,180.28974378274287,177.61255348006807,0.8888803342717677
180,7,buchanan,0.0,0.0,0.0,0.0,3.432782953978682,-5.055182447538601,0.08130374891093932,-115.84265030553298,179.9963822926393,177.3191919899645,0.8915487904241758
181,1,linear,-0.1457177533375805,0.02006543540017822,0.0,0.0,0.0,0.0,0.0,0.0,209.1466843174317,211.64153238981632,0.29644395431037973
181,2,quadratic,-0.8010556597798159,0.03886765114436776,-9.043381199044719e-05,0.0,0.0,0.0,0.0,0.0,181.32006999900685,182.91320076218634,0.9362598852674043
181,3,cubic,-0.3792035666961402,0.015455071367761041,0.00018958290474869178,-8.888022189126972e-07,0.0,0.0,0.0,0.0,191.32950582248188,191.15425260978955,0.9012454543278169
181,4,logistic,0.0,0.0,0.0,0.0,3238183.2343447483,0.7100553441346111,0.16022258990141813,0.0,0.0,0.0,0.0
181,5,gompertz,0.0,0.0,0.0,0.0,3.312832966818722,-0.07348890906143711,0.088241591624619,33.16603156105868,175.52451629328672,175.3492630805944,0.9707329529866413
181,6,baranyi,0.0,0.0,0.0,0.0,3.207027131074224,-0.15191127607300728,0.07956248402471648,28.545711730390472,177.6236664668748,177.44841325418247,0.9656084516831084
181,7,buchanan,0.0,0.0,0.0,0.0,3.2221119763055435,-0.0036156903988722395,0.06922053882016642,27.231208532897018,176.1486796679152,175.97342645522286,0.9692741499160221
182,1,linear,-0.09115475554155347,0.01661926127840325,0.0,0.0,0.0,0.0,0.0,0.0,184.42655443516225,186.92140250754687,-0.40872704879224075
182,2,quadratic,-0.7638787957899326,0.035364140092846955,-8.980221181810268e-05,0.0,0.0,0.0,0.0,0.0,157.74557134314315,159.33870210632264,0.8465660828175405
182,3,cubic,-0.2929242296408479,0.010353640722736897,0.0002082301113960542,-9.496748834679415e-07,0.0,0.0,0.0,0.0,161.08819990337125,160.91294669067892,0.8561368984055434
182,4,logistic,0.0,0.0,0.0,0.0,475.9753184712742,0.24917554548379475,0.05999853791056745,0.0,146.8727655361785,148.46589629935798,0.9328858370916295
182,5,gompertz,0.0,0.0,0.0,0.0,2.666808963835502,0.010009795677271203,0.08595433620971708,39.537102892167084,151.43358780450328,151.25833459181095,0.9316163147305854
182,6,baranyi,0.0,0.0,0.0,0.0,2.6073546121833138,-0.06066476093264661,0.08346540526657713,38.59082810325173,154.23050431624816,154.05525110355583,0.9152021033140373
182,7,buchanan,0.0,0.0,0.0,0.0,2.6197599308454236,0.02011680508268146,0.06340238517082342,31.074812844725432,154.35679251198147,154.18153929928914,0.9142718608586906
183,1,linear,0.2095120381919844,0.03599818485854249,0.0,0.0,0.0,0.0,0.0,0.0,216.9756661396569,219.09705275568757,0.5519394966901463
183,2,quadratic,-0.6437861487447172,0.07622478015703288,-0.00032765619294602283,0.0,0.0,0.0,0.0,0.0,190.49276982213325,191.43239642128526,0.963600923371253
183,3,cubic,-0.5711961944996052,0.07010708964961698,-0.00020377937115153232,-6.839028970786765e-07,0.0,0.0,0.0,0.0,195.31919763481307,194.02944516946735,0.9632621800954968
183,4,logistic,0.0,0.0,0.0,0.0,4700.659458315352,0.44795381754319785,0.1244537975086456,0.0,207.6642100007865,208.60383659993852,0.8493601533412903
183,5,gompertz,0.0,0.0,0.0,0.0,3.866252566732902,-0.3349124518060142,0.14865720234133173,5.100976357386654,204.72602075045256,203.43626828510685,0.9198092514926203
183,6,baranyi,0.0,0.0,0.0,0.0,3.678796942992417,-0.42723299635310746,0.1226921219872749,-2.0890867908185786,211.3314156806876,210.04166321534188,0.8617673470084174
183,7,buchanan,0.0,0.0,0.0,0.0,3.7049900340206046,-1.1031423994205307,0.11166320748709709,-18.491954484079827,206.1195937864108,204.8298413210651,0.9097797766693408
184,1,linear,0.09550412017327001,0.03244226181830823,0.0,0.0,0.0,0.0,0.0,0.0,213.5451686281319,215.66655524416257,0.5858665964192731
184,2,quadratic,-0.45984554332406924,0.05631317492902496,-0.00017578397777088896,0.0,0.0,0.0,0.0,0.0,197.20416941383309,198.1437960129851,0.9219353552384113
184,3,cubic,-0.15304287483128537,0.03269820010143088,0.00025817994308609824,-2.1703747829069912e-06,0.0,0.0,0.0,0.0,169.79356913923277,168.50381667388706,0.9946253069431309
184,4,logistic,0.0,0.0,0.0,0.0,5713.239985337689,0.5858793068429866,0.09590823249511814,0.0,160.98864787996138,161.92827447911338,0.9961781535096446
184,5,gompertz,0.0,0.0,0.0,0.0,4.098959809882726,-0.16976596630674748,0.10839736522220692,5.9339987722220275,191.74389157559744,190.45413911025173,0.9665403460182931
184,6,baranyi,0.0,0.0,0.0,0.0,3.7477799770488947,-0.13539482312234563,0.0977159116913906,3.3693024599210446,163.6046414166658,162.31488895132009,0.9967912626439859
184,7,buchanan,0.0,0.0,0.0,0.0,3.6815863902503336,-0.5877936808590762,0.0924217082441795,-9.901108724418165,181.5687628000736,180.2790103347279,0.9856618980572766
185,1,linear,0.10322231401612625,0.026538576832171305,0.0,0.0,0.0,0.0,0.0,0.0,165.44826820784814,167.5696548238788,0.7694414208676177
185,2,quadratic,-0.2787763336402029,0.04377808039782771,-0.00013273565322838394,0.0,0.0,0.0,0.0,0.0,140.0051863793608,140.9448129785128,0.9795230630137515
185,3,cubic,-0.14683089575987993,0.0328638485248777,7.897178693140254e-05,-1.1087029959981494e-06,0.0,0.0,0.0,0.0,119.98179790556324,118.69204544021753,0.9973939724486757
185,4,logistic,0.0,0.0,0.0,0.0,1139.8969564645101,0.7410242388987357,0.07742606232353928,0.0,125.33015933882939,126.2697859379814,0.9939723738198104
185,5,gompertz,0.0,0.0,0.0,0.0,3.401979900224213,-0.4061624252581639,0.08464264507822553,-4.5029898987064865,132.88356013803815,131.59380767269244,0.9923636612692146
185,6,baranyi,0.0,0.0,0.0,0.0,3.0559504560844113,-0.12659802124694025,0.07753649968527393,0.18596026107433838,130.30720067434137,129.01744820899566,0.9938389421850508
185,7,buchanan,0.0,0.0,0.0,0.0,2.92276744129798,-0.6134420177464881,0.07412714241951833,-16.081144274848604,160.94347892818536,159.65372646283964,0.9209525066656155
186,1,linear,-0.3845865579274437,0.00666232674522462,0.0,0.0,0.0,0.0,0.0,0.0,174.28617379505008,175.4796433597465,-0.334649947255224
186,2,quadratic,-0.7933341524634917,0.009906781332952337,-4.695560705665638e-06,0.0,0.0,0.0,0.0,0.0,170.21775256286563,169.4280929348418,0.41275443269094536
186,3,cubic,0.07271872832199722,-0.0031416854589503412,4.2885081799941136e-05,-4.7372550902476513e-08,0.0,0.0,0.0,0.0,165.35632262974394,160.86924809471418,0.7984627529250989
186,4,logistic,0.0,0.0,0.0,0.0,2616.282502332177,0.18493591488052127,0.019334430742095635,0.0,153.50891863821064,152.71925901018682,0.8880493457764598
186,5,gompertz,0.0,0.0,0.0,0.0,3.4945779160456993,0.09281991039287442,0.02676403016959083,150.1452628449891,150.85082002736456,146.3637454923348,0.9525349244770724
186,6,baranyi,0.0,0.0,0.0,0.0,18.37818197215683,-0.3065473627165262,0.015485178580551307,15.80957628845313,184.66935785722563,180.18228332219587,-0.34958159782740594
186,7,buchanan,0.0,0.0,0.0,0.0,3.2889463153676397,0.08400684543306093,0.021641956438860462,125.17717651412974,160.81616216267054,156.32908762764077,0.8715606203378667
187,1,linear,0.13021072589622054,0.005034179616619938,0.0,0.0,0.0,0.0,0.0,0.0,166.17664529580395,167.87033111419908,-0.9274880307433153
187,2,quadratic,-0.9770981480615542,0.014441706453590743,-1.3894940104450595e-05,0.0,0.0,0.0,0.0,0.0,126.83770689984789,127.00071656246993,0.9445610962109
187,3,cubic,-0.813599831038314,0.011961941570639045,-4.880568879942027e-06,-8.929710799967654e-09,0.0,0.0,0.0,0.0,140.86695645838122,138.1897661557064,0.8766324113538934
187,4,logistic,0.0,0.0,0.0,0.0,459.94018129664744,0.163471479419321,0.02454643088401238,0.0,120.43435896472232,120.59736862734437,0.969020088395504
187,5,gompertz,0.0,0.0,0.0,0.0,2.6403758267428143,-0.0064177134653616635,0.03707809355262634,114.0523086306694,130.1903415460971,127.51315124342229,0.9532952720430399
187,6,baranyi,0.0,0.0,0.0,0.0,2.601784700975923,-0.08061717437838041,0.03527713129102314,110.30443887762112,137.22246027392987,134.54526997125507,0.9117485284696902
187,7,buchanan,0.0,0.0,0.0,0.0,2.6291798523852887,-2.6911749370055538,0.02273301162299629,-201.72464973649966,133.46427100468958,130.78708070201478,0.9371858035008992
188,1,linear,0.127918799283925,0.004628148723206944,0.0,0.0,0.0,0.0,0.0,0.0,164.28454169118902,165.97822750958414,-1.929678694925118
188,2,quadratic,-0.4935350531640962,0.010491284898916356,-8.886290322176494e-06,0.0,0.0,0.0,0.0,0.0,140.56463455855413,140.7276442211762,0.6260744137874701
